Trip Id, Route Id, Service Id, Trip Head Sign, Route Name, Monday
218317450,NA,20C-H50C000I-90-I,128-N,NA,No
218317451,NA,20C-H50C000I-90-I,128-S,NA,No
218317452,NA,20C-H50C000I-90-I,128-N,NA,No
218317453,NA,20C-H50C000I-90-I,128-S,NA,No
218317454,NA,20C-H50C000I-90-I,128-N,NA,No
218317456,NA,20C-H50C000I-90-I,171-E,NA,No
218317459,NA,20C-H50C000I-90-I,128-S,NA,No
218317460,NA,20C-H50C000I-90-I,128-N,NA,No
218317461,NA,20C-H50C000I-90-I,128-N,NA,No
218317462,NA,20C-H50C000I-90-I,128-S,NA,No
218317463,NA,20C-H50C000I-90-I,128-N,NA,No
218317464,NA,20C-H50C000I-90-I,128-S,NA,No
218317465,NA,20C-H50C000I-90-I,128-S,NA,No
218317466,NA,20C-H50C000I-90-I,128-N,NA,No
218317467,NA,20C-H50C000I-90-I,128-S,NA,No
218317468,NA,20C-H50C000I-90-I,128-N,NA,No
218317469,NA,20C-H50C000I-90-I,128-S,NA,No
218317470,NA,20C-H50C000I-90-I,128-N,NA,No
218317471,NA,20C-H50C000I-90-I,128-S,NA,No
218317472,NA,20C-H50C000I-90-I,128-N,NA,No
218317475,NA,20C-H50C000I-90-I,128-S,NA,No
218317476,NA,20C-H50C000I-90-I,128-N,NA,No
218317477,NA,20C-H50C000I-90-I,128-S,NA,No
218317478,NA,20C-H50C000I-90-I,128-N,NA,No
218317479,NA,20C-H50C000I-90-I,128-S,NA,No
218317480,NA,20C-H50C000I-90-I,128-N,NA,No
218317481,NA,20C-H50C000I-90-I,128-S,NA,No
218317482,NA,20C-H50C000I-90-I,128-N,NA,No
218317483,NA,20C-H50C000I-90-I,128-S,NA,No
218317484,NA,20C-H50C000I-90-I,128-N,NA,No
218317485,NA,20C-H50C000I-90-I,128-S,NA,No
218317486,NA,20C-H50C000I-90-I,380-E,NA,No
218317487,NA,20C-H50C000I-90-I,380-O,NA,No
218317488,NA,20C-H50C000I-90-I,380-E,NA,No
218317491,NA,20C-H50C000I-90-I,100-O,NA,No
218317493,NA,20C-H50C000I-90-I,128-N,NA,No
218317494,NA,20C-H50C000I-90-I,128-S,NA,No
218317495,NA,20C-H50C000I-90-I,128-N,NA,No
218317496,NA,20C-H50C000I-90-I,128-S,NA,No
218317497,NA,20C-H50C000I-90-I,128-S,NA,No
218317498,NA,20C-H50C000I-90-I,128-N,NA,No
218317499,NA,20C-H50C000I-90-I,128-S,NA,No
218317500,NA,20C-H50C000I-90-I,128-N,NA,No
218317501,NA,20C-H50C000I-90-I,128-S,NA,No
218317502,NA,20C-H50C000I-90-I,128-N,NA,No
218317503,NA,20C-H50C000I-90-I,128-S,NA,No
218317504,NA,20C-H50C000I-90-I,128-N,NA,No
218317505,NA,20C-H50C000I-90-I,128-S,NA,No
218317506,NA,20C-H50C000I-90-I,128-N,NA,No
218317507,NA,20C-H50C000I-90-I,128-S,NA,No
218317508,NA,20C-H50C000I-90-I,128-N,NA,No
218317511,NA,20C-H50C000I-90-I,171-E,NA,No
218317513,NA,20C-H50C000I-90-I,171-O,NA,No
218317518,NA,20C-H50C000I-90-I,171-O,NA,No
218317519,NA,20C-H50C000I-90-I,171-E,NA,No
218317520,NA,20C-H50C000I-90-I,171-O,NA,No
218317521,NA,20C-H50C000I-90-I,171-E,NA,No
218317523,NA,20C-H50C000I-90-I,171-E,NA,No
218317526,NA,20C-H50C000I-90-I,171-O,NA,No
218317529,NA,20C-H50C000I-90-I,160-O,NA,No
218317530,NA,20C-H50C000I-90-I,160-E,NA,No
218317532,NA,20C-H50C000I-90-I,160-O,NA,No
218317533,NA,20C-H50C000I-90-I,160-E,NA,No
218317535,NA,20C-H50C000I-90-I,160-O,NA,No
218317536,NA,20C-H50C000I-90-I,160-E,NA,No
218317538,NA,20C-H50C000I-90-I,160-O,NA,No
218317539,NA,20C-H50C000I-90-I,160-E,NA,No
218317541,NA,20C-H50C000I-90-I,160-O,NA,No
218317542,NA,20C-H50C000I-90-I,160-E,NA,No
218317544,NA,20C-H50C000I-90-I,160-O,NA,No
218317545,NA,20C-H50C000I-90-I,160-E,NA,No
218317547,NA,20C-H50C000I-90-I,160-O,NA,No
218317548,NA,20C-H50C000I-90-I,160-E,NA,No
218317550,NA,20C-H50C000I-90-I,160-O,NA,No
218317551,NA,20C-H50C000I-90-I,160-E,NA,No
218317553,NA,20C-H50C000I-90-I,160-O,NA,No
218317554,NA,20C-H50C000I-90-I,160-E,NA,No
218317556,NA,20C-H50C000I-90-I,160-O,NA,No
218317557,NA,20C-H50C000I-90-I,160-E,NA,No
218317558,NA,20C-H50C000I-90-I,160-E,NA,No
218317561,NA,20C-H50C000I-90-I,160-E,NA,No
218317562,NA,20C-H50C000I-90-I,160-O,NA,No
218317563,NA,20C-H50C000I-90-I,160-O,NA,No
218317565,NA,20C-H50C000I-90-I,160-O,NA,No
218317566,NA,20C-H50C000I-90-I,160-E,NA,No
218317568,NA,20C-H50C000I-90-I,160-O,NA,No
218317569,NA,20C-H50C000I-90-I,160-E,NA,No
218317571,NA,20C-H50C000I-90-I,160-O,NA,No
218317572,NA,20C-H50C000I-90-I,160-E,NA,No
218317574,NA,20C-H50C000I-90-I,160-O,NA,No
218317575,NA,20C-H50C000I-90-I,160-E,NA,No
218317577,NA,20C-H50C000I-90-I,160-O,NA,No
218317578,NA,20C-H50C000I-90-I,160-E,NA,No
218317580,NA,20C-H50C000I-90-I,160-O,NA,No
218317581,NA,20C-H50C000I-90-I,160-E,NA,No
218317583,NA,20C-H50C000I-90-I,160-O,NA,No
218317584,NA,20C-H50C000I-90-I,160-E,NA,No
218317586,NA,20C-H50C000I-90-I,160-O,NA,No
218317587,NA,20C-H50C000I-90-I,160-E,NA,No
218317590,NA,20C-H50C000I-90-I,160-O,NA,No
218317591,NA,20C-H50C000I-90-I,160-E,NA,No
218317593,NA,20C-H50C000I-90-I,162-O,NA,No
218317594,NA,20C-H50C000I-90-I,162-E,NA,No
218317596,NA,20C-H50C000I-90-I,162-O,NA,No
218317597,NA,20C-H50C000I-90-I,162-E,NA,No
218317599,NA,20C-H50C000I-90-I,162-O,NA,No
218317600,NA,20C-H50C000I-90-I,162-E,NA,No
218317602,NA,20C-H50C000I-90-I,103-E,NA,No
218317604,NA,20C-H50C000I-90-I,162-O,NA,No
218317605,NA,20C-H50C000I-90-I,162-E,NA,No
218317607,NA,20C-H50C000I-90-I,160-O,NA,No
218317608,NA,20C-H50C000I-90-I,160-E,NA,No
218317610,NA,20C-H50C000I-90-I,160-O,NA,No
218317611,NA,20C-H50C000I-90-I,160-E,NA,No
218317613,NA,20C-H50C000I-90-I,160-O,NA,No
218317614,NA,20C-H50C000I-90-I,160-E,NA,No
218317616,NA,20C-H50C000I-90-I,160-O,NA,No
218317617,NA,20C-H50C000I-90-I,160-E,NA,No
218317619,NA,20C-H50C000I-90-I,160-O,NA,No
218317620,NA,20C-H50C000I-90-I,160-E,NA,No
218317623,NA,20C-H50C000I-90-I,160-O,NA,No
218317624,NA,20C-H50C000I-90-I,160-E,NA,No
218317625,NA,20C-H50C000I-90-I,160-O,NA,No
218317626,NA,20C-H50C000I-90-I,160-E,NA,No
218317628,NA,20C-H50C000I-90-I,160-O,NA,No
218317629,NA,20C-H50C000I-90-I,160-E,NA,No
218317631,NA,20C-H50C000I-90-I,160-O,NA,No
218317632,NA,20C-H50C000I-90-I,160-E,NA,No
218317634,NA,20C-H50C000I-90-I,160-O,NA,No
218317635,NA,20C-H50C000I-90-I,160-E,NA,No
218317637,NA,20C-H50C000I-90-I,160-O,NA,No
218317640,NA,20C-H50C000I-90-I,100-O,NA,No
218317642,NA,20C-H50C000I-90-I,162-O,NA,No
218317643,NA,20C-H50C000I-90-I,162-E,NA,No
218317645,NA,20C-H50C000I-90-I,162-O,NA,No
218317646,NA,20C-H50C000I-90-I,162-E,NA,No
218317648,NA,20C-H50C000I-90-I,103-O,NA,No
218317649,NA,20C-H50C000I-90-I,103-E,NA,No
218317651,NA,20C-H50C000I-90-I,162-O,NA,No
218317652,NA,20C-H50C000I-90-I,162-E,NA,No
218317655,NA,20C-H50C000I-90-I,162-O,NA,No
218317656,NA,20C-H50C000I-90-I,162-E,NA,No
218317657,NA,20C-H50C000I-90-I,162-O,NA,No
218317658,NA,20C-H50C000I-90-I,162-E,NA,No
218317660,NA,20C-H50C000I-90-I,162-O,NA,No
218317661,NA,20C-H50C000I-90-I,162-E,NA,No
218317663,NA,20C-H50C000I-90-I,103-O,NA,No
218317664,NA,20C-H50C000I-90-I,103-E,NA,No
218317666,NA,20C-H50C000I-90-I,103-O,NA,No
218317667,NA,20C-H50C000I-90-I,103-E,NA,No
218317669,NA,20C-H50C000I-90-I,103-O,NA,No
218317670,NA,20C-H50C000I-90-I,103-E,NA,No
218317672,NA,20C-H50C000I-90-I,103-O,NA,No
218317673,NA,20C-H50C000I-90-I,103-E,NA,No
218317675,NA,20C-H50C000I-90-I,103-O,NA,No
218317676,NA,20C-H50C000I-90-I,103-E,NA,No
218317678,NA,20C-H50C000I-90-I,103-O,NA,No
218317679,NA,20C-H50C000I-90-I,103-E,NA,No
218317681,NA,20C-H50C000I-90-I,103-O,NA,No
218317682,NA,20C-H50C000I-90-I,103-E,NA,No
218317685,NA,20C-H50C000I-90-I,162-E,NA,No
218317686,NA,20C-H50C000I-90-I,100-O,NA,No
218317688,NA,20C-H50C000I-90-I,162-O,NA,No
218317690,NA,20C-H50C000I-90-I,162-O,NA,No
218317691,NA,20C-H50C000I-90-I,162-E,NA,No
218317693,NA,20C-H50C000I-90-I,103-O,NA,No
218317694,NA,20C-H50C000I-90-I,103-E,NA,No
218317696,NA,20C-H50C000I-90-I,103-E,NA,No
218317698,NA,20C-H50C000I-90-I,162-O,NA,No
218317699,NA,20C-H50C000I-90-I,162-E,NA,No
218317701,NA,20C-H50C000I-90-I,103-O,NA,No
218317702,NA,20C-H50C000I-90-I,103-E,NA,No
218317704,NA,20C-H50C000I-90-I,105-E,NA,No
218317706,NA,20C-H50C000I-90-I,171-E,NA,No
218317708,NA,20C-H50C000I-90-I,171-E,NA,No
218317710,NA,20C-H50C000I-90-I,100-E,NA,No
218317713,NA,20C-H50C000I-90-I,103-E,NA,No
218317715,NA,20C-H50C000I-90-I,103-E,NA,No
218317717,NA,20C-H50C000I-90-I,162-O,NA,No
218317719,NA,20C-H50C000I-90-I,162-E,NA,No
218317721,NA,20C-H50C000I-90-I,103-E,NA,No
218317722,NA,20C-H50C000I-90-I,162-O,NA,No
218317723,NA,20C-H50C000I-90-I,162-E,NA,No
218317725,NA,20C-H50C000I-90-I,162-O,NA,No
218317726,NA,20C-H50C000I-90-I,162-E,NA,No
218317728,NA,20C-H50C000I-90-I,162-O,NA,No
218317729,NA,20C-H50C000I-90-I,162-E,NA,No
218317731,NA,20C-H50C000I-90-I,103-O,NA,No
218317734,NA,20C-H50C000I-90-I,103-O,NA,No
218317735,NA,20C-H50C000I-90-I,103-E,NA,No
218317737,NA,20C-H50C000I-90-I,162-O,NA,No
218317738,NA,20C-H50C000I-90-I,162-E,NA,No
218317740,NA,20C-H50C000I-90-I,162-O,NA,No
218317741,NA,20C-H50C000I-90-I,162-E,NA,No
218317743,NA,20C-H50C000I-90-I,162-O,NA,No
218317744,NA,20C-H50C000I-90-I,162-E,NA,No
218317746,NA,20C-H50C000I-90-I,105-O,NA,No
218317748,NA,20C-H50C000I-90-I,105-O,NA,No
218317749,NA,20C-H50C000I-90-I,105-E,NA,No
218317752,NA,20C-H50C000I-90-I,105-O,NA,No
218317754,NA,20C-H50C000I-90-I,105-E,NA,No
218317756,NA,20C-H50C000I-90-I,166-N,NA,No
218317757,NA,20C-H50C000I-90-I,166-S,NA,No
218317758,NA,20C-H50C000I-90-I,166-N,NA,No
218317759,NA,20C-H50C000I-90-I,166-S,NA,No
218317760,NA,20C-H50C000I-90-I,166-N,NA,No
218317761,NA,20C-H50C000I-90-I,166-S,NA,No
218317762,NA,20C-H50C000I-90-I,166-N,NA,No
218317763,NA,20C-H50C000I-90-I,166-S,NA,No
218317764,NA,20C-H50C000I-90-I,166-N,NA,No
218317765,NA,20C-H50C000I-90-I,166-S,NA,No
218317766,NA,20C-H50C000I-90-I,166-N,NA,No
218317767,NA,20C-H50C000I-90-I,166-S,NA,No
218317768,NA,20C-H50C000I-90-I,166-N,NA,No
218317769,NA,20C-H50C000I-90-I,166-S,NA,No
218317770,NA,20C-H50C000I-90-I,166-N,NA,No
218317771,NA,20C-H50C000I-90-I,166-S,NA,No
218317772,NA,20C-H50C000I-90-I,166-N,NA,No
218317773,NA,20C-H50C000I-90-I,166-S,NA,No
218317775,NA,20C-H50C000I-90-I,105-O,NA,No
218317777,NA,20C-H50C000I-90-I,371-N,NA,No
218317779,NA,20C-H50C000I-90-I,369-N,NA,No
218317781,NA,20C-H50C000I-90-I,380-O,NA,No
218317785,NA,20C-H50C000I-90-I,103-E,NA,No
218317786,NA,20C-H50C000I-90-I,103-O,NA,No
218317787,NA,20C-H50C000I-90-I,103-E,NA,No
218317789,NA,20C-H50C000I-90-I,103-O,NA,No
218317790,NA,20C-H50C000I-90-I,103-E,NA,No
218317792,NA,20C-H50C000I-90-I,103-O,NA,No
218317793,NA,20C-H50C000I-90-I,103-E,NA,No
218317795,NA,20C-H50C000I-90-I,162-O,NA,No
218317796,NA,20C-H50C000I-90-I,162-E,NA,No
218317798,NA,20C-H50C000I-90-I,100-O,NA,No
218317799,NA,20C-H50C000I-90-I,100-E,NA,No
218317801,NA,20C-H50C000I-90-I,100-O,NA,No
218317803,NA,20C-H50C000I-90-I,166-N,NA,No
218317804,NA,20C-H50C000I-90-I,166-S,NA,No
218317805,NA,20C-H50C000I-90-I,166-N,NA,No
218317806,NA,20C-H50C000I-90-I,166-S,NA,No
218317807,NA,20C-H50C000I-90-I,166-N,NA,No
218317808,NA,20C-H50C000I-90-I,166-S,NA,No
218317809,NA,20C-H50C000I-90-I,166-N,NA,No
218317810,NA,20C-H50C000I-90-I,166-S,NA,No
218317811,NA,20C-H50C000I-90-I,166-N,NA,No
218317812,NA,20C-H50C000I-90-I,166-S,NA,No
218317813,NA,20C-H50C000I-90-I,166-N,NA,No
218317814,NA,20C-H50C000I-90-I,162-E,NA,No
218317815,NA,20C-H50C000I-90-I,166-S,NA,No
218317817,NA,20C-H50C000I-90-I,162-O,NA,No
218317819,NA,20C-H50C000I-90-I,103-O,NA,No
218317822,NA,20C-H50C000I-90-I,166-S,NA,No
218317823,NA,20C-H50C000I-90-I,166-N,NA,No
218317824,NA,20C-H50C000I-90-I,166-S,NA,No
218317825,NA,20C-H50C000I-90-I,166-N,NA,No
218317826,NA,20C-H50C000I-90-I,166-S,NA,No
218317827,NA,20C-H50C000I-90-I,166-N,NA,No
218317828,NA,20C-H50C000I-90-I,166-S,NA,No
218317829,NA,20C-H50C000I-90-I,166-N,NA,No
218317830,NA,20C-H50C000I-90-I,166-S,NA,No
218317831,NA,20C-H50C000I-90-I,166-N,NA,No
218317832,NA,20C-H50C000I-90-I,166-S,NA,No
218317833,NA,20C-H50C000I-90-I,166-N,NA,No
218317834,NA,20C-H50C000I-90-I,166-S,NA,No
218317835,NA,20C-H50C000I-90-I,166-N,NA,No
218317836,NA,20C-H50C000I-90-I,166-S,NA,No
218317838,NA,20C-H50C000I-90-I,105-O,NA,No
218317840,NA,20C-H50C000I-90-I,105-O,NA,No
218317841,NA,20C-H50C000I-90-I,105-E,NA,No
218317843,NA,20C-H50C000I-90-I,105-O,NA,No
218317846,NA,20C-H50C000I-90-I,171-O,NA,No
218317847,NA,20C-H50C000I-90-I,171-E,NA,No
218317848,NA,20C-H50C000I-90-I,171-O,NA,No
218317849,NA,20C-H50C000I-90-I,171-E,NA,No
218317854,NA,20C-H50C000I-90-I,171-E,NA,No
218317856,NA,20C-H50C000I-90-I,171-O,NA,No
218317858,NA,20C-H50C000I-90-I,171-E,NA,No
218317860,NA,20C-H50C000I-90-I,171-O,NA,No
218317862,NA,20C-H50C000I-90-I,171-E,NA,No
218317864,NA,20C-H50C000I-90-I,171-O,NA,No
218317866,NA,20C-H50C000I-90-I,171-E,NA,No
218317868,NA,20C-H50C000I-90-I,171-O,NA,No
218317870,NA,20C-H50C000I-90-I,171-E,NA,No
218317872,NA,20C-H50C000I-90-I,171-O,NA,No
218317874,NA,20C-H50C000I-90-I,171-E,NA,No
218317876,NA,20C-H50C000I-90-I,171-O,NA,No
218317878,NA,20C-H50C000I-90-I,171-E,NA,No
218317879,NA,20C-H50C000I-90-I,171-E,NA,No
218317881,NA,20C-H50C000I-90-I,171-O,NA,No
218317884,NA,20C-H50C000I-90-I,171-O,NA,No
218317886,NA,20C-H50C000I-90-I,171-E,NA,No
218317888,NA,20C-H50C000I-90-I,171-O,NA,No
218317890,NA,20C-H50C000I-90-I,171-E,NA,No
218317893,NA,20C-H50C000I-90-I,171-O,NA,No
218317895,NA,20C-H50C000I-90-I,171-E,NA,No
218317897,NA,20C-H50C000I-90-I,171-O,NA,No
218317899,NA,20C-H50C000I-90-I,171-E,NA,No
218317901,NA,20C-H50C000I-90-I,171-O,NA,No
218317903,NA,20C-H50C000I-90-I,171-E,NA,No
218317905,NA,20C-H50C000I-90-I,171-O,NA,No
218317907,NA,20C-H50C000I-90-I,171-E,NA,No
218317909,NA,20C-H50C000I-90-I,171-O,NA,No
218317911,NA,20C-H50C000I-90-I,171-E,NA,No
218317912,NA,20C-H50C000I-90-I,171-E,NA,No
218317914,NA,20C-H50C000I-90-I,171-O,NA,No
218317917,NA,20C-H50C000I-90-I,171-O,NA,No
218317919,NA,20C-H50C000I-90-I,171-E,NA,No
218317921,NA,20C-H50C000I-90-I,171-E,NA,No
218317923,NA,20C-H50C000I-90-I,171-O,NA,No
218317925,NA,20C-H50C000I-90-I,171-E,NA,No
218317927,NA,20C-H50C000I-90-I,171-O,NA,No
218317929,NA,20C-H50C000I-90-I,171-E,NA,No
218317931,NA,20C-H50C000I-90-I,171-O,NA,No
218317933,NA,20C-H50C000I-90-I,171-E,NA,No
218317935,NA,20C-H50C000I-90-I,171-O,NA,No
218317937,NA,20C-H50C000I-90-I,371-S,NA,No
218317938,NA,20C-H50C000I-90-I,371-N,NA,No
218317939,NA,20C-H50C000I-90-I,371-S,NA,No
218317942,NA,20C-H50C000I-90-I,160-O,NA,No
218317943,NA,20C-H50C000I-90-I,160-E,NA,No
218317946,NA,20C-H50C000I-90-I,160-O,NA,No
218317948,NA,20C-H50C000I-90-I,171-O,NA,No
218317949,NA,20C-H50C000I-90-I,171-E,NA,No
218317951,NA,20C-H50C000I-90-I,171-O,NA,No
218317953,NA,20C-H50C000I-90-I,171-E,NA,No
218317955,NA,20C-H50C000I-90-I,171-O,NA,No
218317957,NA,20C-H50C000I-90-I,171-E,NA,No
218317959,NA,20C-H50C000I-90-I,171-O,NA,No
218317961,NA,20C-H50C000I-90-I,171-E,NA,No
218317963,NA,20C-H50C000I-90-I,171-E,NA,No
218317965,NA,20C-H50C000I-90-I,171-E,NA,No
218317967,NA,20C-H50C000I-90-I,171-O,NA,No
218317969,NA,20C-H50C000I-90-I,171-E,NA,No
218317971,NA,20C-H50C000I-90-I,171-O,NA,No
218317973,NA,20C-H50C000I-90-I,171-E,NA,No
218317976,NA,20C-H50C000I-90-I,171-O,NA,No
218317979,NA,20C-H50C000I-90-I,171-E,NA,No
218317981,NA,20C-H50C000I-90-I,171-O,NA,No
218317982,NA,20C-H50C000I-90-I,171-E,NA,No
218317984,NA,20C-H50C000I-90-I,171-O,NA,No
218317986,NA,20C-H50C000I-90-I,171-E,NA,No
218317988,NA,20C-H50C000I-90-I,171-O,NA,No
218317990,NA,20C-H50C000I-90-I,171-E,NA,No
218317992,NA,20C-H50C000I-90-I,171-O,NA,No
218317994,NA,20C-H50C000I-90-I,171-E,NA,No
218317996,NA,20C-H50C000I-90-I,100-O,NA,No
218317997,NA,20C-H50C000I-90-I,100-E,NA,No
218317999,NA,20C-H50C000I-90-I,100-E,NA,No
218318001,NA,20C-H50C000I-90-I,100-O,NA,No
218318002,NA,20C-H50C000I-90-I,100-E,NA,No
218318004,NA,20C-H50C000I-90-I,100-O,NA,No
218318005,NA,20C-H50C000I-90-I,100-E,NA,No
218318007,NA,20C-H50C000I-90-I,100-O,NA,No
218318010,NA,20C-H50C000I-90-I,100-E,NA,No
218318011,NA,20C-H50C000I-90-I,171-E,NA,No
218318013,NA,20C-H50C000I-90-I,171-E,NA,No
218318016,NA,20C-H50C000I-90-I,171-O,NA,No
218318018,NA,20C-H50C000I-90-I,171-E,NA,No
218318020,NA,20C-H50C000I-90-I,171-O,NA,No
218318022,NA,20C-H50C000I-90-I,171-E,NA,No
218318024,NA,20C-H50C000I-90-I,171-O,NA,No
218318026,NA,20C-H50C000I-90-I,171-E,NA,No
218318028,NA,20C-H50C000I-90-I,171-O,NA,No
218318030,NA,20C-H50C000I-90-I,171-E,NA,No
218318032,NA,20C-H50C000I-90-I,171-O,NA,No
218318034,NA,20C-H50C000I-90-I,171-E,NA,No
218318036,NA,20C-H50C000I-90-I,171-O,NA,No
218318038,NA,20C-H50C000I-90-I,371-S,NA,No
218318039,NA,20C-H50C000I-90-I,371-N,NA,No
218318040,NA,20C-H50C000I-90-I,371-S,NA,No
218318043,NA,20C-H50C000I-90-I,93-O,NA,No
218318044,NA,20C-H50C000I-90-I,93-E,NA,No
218318045,NA,20C-H50C000I-90-I,93-O,NA,No
218318046,NA,20C-H50C000I-90-I,93-E,NA,No
218318047,NA,20C-H50C000I-90-I,93-E,NA,No
218318048,NA,20C-H50C000I-90-I,93-O,NA,No
218318050,NA,20C-H50C000I-90-I,380-E,NA,No
218318051,NA,20C-H50C000I-90-I,380-O,NA,No
218318053,NA,20C-H50C000I-90-I,380-O,NA,No
218318057,NA,20C-H50C000I-90-I,711-E,NA,No
218318059,NA,20C-H50C000I-90-I,711-E,NA,No
218318061,NA,20C-H50C000I-90-I,711-E,NA,No
218318062,NA,20C-H50C000I-90-I,711-O,NA,No
218318063,NA,20C-H50C000I-90-I,711-O,NA,No
218318064,NA,20C-H50C000I-90-I,711-O,NA,No
218318065,NA,20C-H50C000I-90-I,711-O,NA,No
218318067,NA,20C-H50C000I-90-I,711-E,NA,No
218318068,NA,20C-H50C000I-90-I,711-O,NA,No
218318070,NA,20C-H50C000I-90-I,711-E,NA,No
218318071,NA,20C-H50C000I-90-I,711-O,NA,No
218318073,NA,20C-H50C000I-90-I,711-E,NA,No
218318074,NA,20C-H50C000I-90-I,711-O,NA,No
218318077,NA,20C-H50C000I-90-I,711-E,NA,No
218318078,NA,20C-H50C000I-90-I,711-O,NA,No
218318079,NA,20C-H50C000I-90-I,711-E,NA,No
218318082,NA,20C-H50C000I-90-I,711-E,NA,No
218318083,NA,20C-H50C000I-90-I,711-O,NA,No
218318085,NA,20C-H50C000I-90-I,711-E,NA,No
218318086,NA,20C-H50C000I-90-I,711-O,NA,No
218318088,NA,20C-H50C000I-90-I,711-E,NA,No
218318089,NA,20C-H50C000I-90-I,711-O,NA,No
218318091,NA,20C-H50C000I-90-I,711-E,NA,No
218318092,NA,20C-H50C000I-90-I,711-O,NA,No
218318094,NA,20C-H50C000I-90-I,711-E,NA,No
218318095,NA,20C-H50C000I-90-I,711-O,NA,No
218318097,NA,20C-H50C000I-90-I,711-E,NA,No
218318098,NA,20C-H50C000I-90-I,711-O,NA,No
218318100,NA,20C-H50C000I-90-I,711-E,NA,No
218318101,NA,20C-H50C000I-90-I,711-O,NA,No
218318103,NA,20C-H50C000I-90-I,711-E,NA,No
218318104,NA,20C-H50C000I-90-I,711-O,NA,No
218318106,NA,20C-H50C000I-90-I,711-E,NA,No
218318110,NA,20C-H50C000I-90-I,711-O,NA,No
218318111,NA,20C-H50C000I-90-I,711-E,NA,No
218318112,NA,20C-H50C000I-90-I,711-O,NA,No
218318114,NA,20C-H50C000I-90-I,711-E,NA,No
218318115,NA,20C-H50C000I-90-I,711-O,NA,No
218318117,NA,20C-H50C000I-90-I,711-E,NA,No
218318118,NA,20C-H50C000I-90-I,711-O,NA,No
218318120,NA,20C-H50C000I-90-I,711-E,NA,No
218318121,NA,20C-H50C000I-90-I,711-O,NA,No
218318123,NA,20C-H50C000I-90-I,711-E,NA,No
218318124,NA,20C-H50C000I-90-I,711-O,NA,No
218318126,NA,20C-H50C000I-90-I,711-E,NA,No
218318127,NA,20C-H50C000I-90-I,711-O,NA,No
218318130,NA,20C-H50C000I-90-I,711-O,NA,No
218318132,NA,20C-H50C000I-90-I,711-E,NA,No
218318133,NA,20C-H50C000I-90-I,711-O,NA,No
218318135,NA,20C-H50C000I-90-I,711-E,NA,No
218318136,NA,20C-H50C000I-90-I,711-O,NA,No
218318138,NA,20C-H50C000I-90-I,711-E,NA,No
218318139,NA,20C-H50C000I-90-I,711-O,NA,No
218318140,NA,20C-H50C000I-90-I,711-O,NA,No
218318142,NA,20C-H50C000I-90-I,711-E,NA,No
218318144,NA,20C-H50C000I-90-I,711-E,NA,No
218318145,NA,20C-H50C000I-90-I,711-O,NA,No
218318148,NA,20C-H50C000I-90-I,711-E,NA,No
218318149,NA,20C-H50C000I-90-I,711-O,NA,No
218318151,NA,20C-H50C000I-90-I,711-E,NA,No
218318152,NA,20C-H50C000I-90-I,711-O,NA,No
218318154,NA,20C-H50C000I-90-I,711-E,NA,No
218318156,NA,20C-H50C000I-90-I,80-S,NA,No
218318157,NA,20C-H50C000I-90-I,80-S,NA,No
218318158,NA,20C-H50C000I-90-I,80-S,NA,No
218318159,NA,20C-H50C000I-90-I,80-N,NA,No
218318162,NA,20C-H50C000I-90-I,80-N,NA,No
218318163,NA,20C-H50C000I-90-I,80-N,NA,No
218318164,NA,20C-H50C000I-90-I,80-N,NA,No
218318165,NA,20C-H50C000I-90-I,80-N,NA,No
218318166,NA,20C-H50C000I-90-I,80-N,NA,No
218318167,NA,20C-H50C000I-90-I,165-S,NA,No
218318168,NA,20C-H50C000I-90-I,165-N,NA,No
218318169,NA,20C-H50C000I-90-I,80-S,NA,No
218318170,NA,20C-H50C000I-90-I,80-N,NA,No
218318171,NA,20C-H50C000I-90-I,80-S,NA,No
218318172,NA,20C-H50C000I-90-I,80-S,NA,No
218318173,NA,20C-H50C000I-90-I,80-N,NA,No
218318174,NA,20C-H50C000I-90-I,80-S,NA,No
218318175,NA,20C-H50C000I-90-I,80-N,NA,No
218318176,NA,20C-H50C000I-90-I,80-N,NA,No
218318177,NA,20C-H50C000I-90-I,80-S,NA,No
218318178,NA,20C-H50C000I-90-I,80-S,NA,No
218318179,NA,20C-H50C000I-90-I,80-N,NA,No
218318180,NA,20C-H50C000I-90-I,80-S,NA,No
218318181,NA,20C-H50C000I-90-I,80-N,NA,No
218318182,NA,20C-H50C000I-90-I,80-S,NA,No
218318185,NA,20C-H50C000I-90-I,80-S,NA,No
218318186,NA,20C-H50C000I-90-I,80-N,NA,No
218318187,NA,20C-H50C000I-90-I,80-S,NA,No
218318188,NA,20C-H50C000I-90-I,80-N,NA,No
218318189,NA,20C-H50C000I-90-I,80-S,NA,No
218318190,NA,20C-H50C000I-90-I,80-N,NA,No
218318191,NA,20C-H50C000I-90-I,80-S,NA,No
218318192,NA,20C-H50C000I-90-I,80-N,NA,No
218318193,NA,20C-H50C000I-90-I,80-S,NA,No
218318194,NA,20C-H50C000I-90-I,80-N,NA,No
218318195,NA,20C-H50C000I-90-I,80-S,NA,No
218318196,NA,20C-H50C000I-90-I,80-N,NA,No
218318198,NA,20C-H50C000I-90-I,80-S,NA,No
218318199,NA,20C-H50C000I-90-I,80-N,NA,No
218318200,NA,20C-H50C000I-90-I,80-S,NA,No
218318201,NA,20C-H50C000I-90-I,80-N,NA,No
