Trip Id, Route Id, Service Id, Trip Head Sign, Route Name, Monday
218315285,NA,20C-H50C000A-90-A,166-S,NA,No
218315286,NA,20C-H50C000A-90-A,166-N,NA,No
218315287,NA,20C-H50C000A-90-A,166-S,NA,No
218315288,NA,20C-H50C000A-90-A,166-S,NA,No
218315289,NA,20C-H50C000A-90-A,166-N,NA,No
218315290,NA,20C-H50C000A-90-A,166-S,NA,No
218315291,NA,20C-H50C000A-90-A,166-N,NA,No
218315292,NA,20C-H50C000A-90-A,166-S,NA,No
218315293,NA,20C-H50C000A-90-A,166-N,NA,No
218315294,NA,20C-H50C000A-90-A,166-S,NA,No
218315295,NA,20C-H50C000A-90-A,166-N,NA,No
218315297,NA,20C-H50C000A-90-A,105-O,NA,No
218315300,NA,20C-H50C000A-90-A,166-S,NA,No
218315301,NA,20C-H50C000A-90-A,166-N,NA,No
218315302,NA,20C-H50C000A-90-A,166-S,NA,No
218315303,NA,20C-H50C000A-90-A,166-N,NA,No
218315304,NA,20C-H50C000A-90-A,166-S,NA,No
218315305,NA,20C-H50C000A-90-A,166-N,NA,No
218315306,NA,20C-H50C000A-90-A,166-S,NA,No
218315308,NA,20C-H50C000A-90-A,103-E,NA,No
218315310,NA,20C-H50C000A-90-A,162-O,NA,No
218315311,NA,20C-H50C000A-90-A,162-E,NA,No
218315313,NA,20C-H50C000A-90-A,103-O,NA,No
218315315,NA,20C-H50C000A-90-A,160-E,NA,No
218315318,NA,20C-H50C000A-90-A,160-O,NA,No
218315319,NA,20C-H50C000A-90-A,160-E,NA,No
218315321,NA,20C-H50C000A-90-A,171-O,NA,No
218315323,NA,20C-H50C000A-90-A,171-E,NA,No
218315325,NA,20C-H50C000A-90-A,171-O,NA,No
218315327,NA,20C-H50C000A-90-A,171-E,NA,No
218315329,NA,20C-H50C000A-90-A,171-O,NA,No
218315331,NA,20C-H50C000A-90-A,171-E,NA,No
218315333,NA,20C-H50C000A-90-A,171-O,NA,No
218315335,NA,20C-H50C000A-90-A,171-E,NA,No
218315337,NA,20C-H50C000A-90-A,171-O,NA,No
218315339,NA,20C-H50C000A-90-A,171-E,NA,No
218315341,NA,20C-H50C000A-90-A,171-O,NA,No
218315343,NA,20C-H50C000A-90-A,171-E,NA,No
218315345,NA,20C-H50C000A-90-A,171-O,NA,No
218315347,NA,20C-H50C000A-90-A,171-E,NA,No
218315350,NA,20C-H50C000A-90-A,171-O,NA,No
218315352,NA,20C-H50C000A-90-A,171-E,NA,No
218315353,NA,20C-H50C000A-90-A,171-E,NA,No
218315356,NA,20C-H50C000A-90-A,171-E,NA,No
218315358,NA,20C-H50C000A-90-A,171-O,NA,No
218315360,NA,20C-H50C000A-90-A,171-E,NA,No
218315362,NA,20C-H50C000A-90-A,171-O,NA,No
218315364,NA,20C-H50C000A-90-A,171-E,NA,No
218315366,NA,20C-H50C000A-90-A,171-O,NA,No
218315368,NA,20C-H50C000A-90-A,171-E,NA,No
218315370,NA,20C-H50C000A-90-A,171-O,NA,No
218315372,NA,20C-H50C000A-90-A,171-E,NA,No
218315374,NA,20C-H50C000A-90-A,171-O,NA,No
218315376,NA,20C-H50C000A-90-A,171-E,NA,No
218315378,NA,20C-H50C000A-90-A,171-O,NA,No
218315380,NA,20C-H50C000A-90-A,171-E,NA,No
218315383,NA,20C-H50C000A-90-A,171-O,NA,No
218315385,NA,20C-H50C000A-90-A,171-E,NA,No
218315386,NA,20C-H50C000A-90-A,171-O,NA,No
218315388,NA,20C-H50C000A-90-A,171-E,NA,No
218315390,NA,20C-H50C000A-90-A,171-O,NA,No
218315392,NA,20C-H50C000A-90-A,171-E,NA,No
218315394,NA,20C-H50C000A-90-A,171-O,NA,No
218315396,NA,20C-H50C000A-90-A,171-E,NA,No
218315398,NA,20C-H50C000A-90-A,171-O,NA,No
218315400,NA,20C-H50C000A-90-A,171-E,NA,No
218315402,NA,20C-H50C000A-90-A,171-O,NA,No
218315404,NA,20C-H50C000A-90-A,171-E,NA,No
218315406,NA,20C-H50C000A-90-A,171-O,NA,No
218315408,NA,20C-H50C000A-90-A,171-E,NA,No
218315410,NA,20C-H50C000A-90-A,171-O,NA,No
218315412,NA,20C-H50C000A-90-A,171-E,NA,No
218315414,NA,20C-H50C000A-90-A,371-S,NA,No
218315415,NA,20C-H50C000A-90-A,171-O,NA,No
218315417,NA,20C-H50C000A-90-A,371-N,NA,No
218315420,NA,20C-H50C000A-90-A,171-E,NA,No
218315422,NA,20C-H50C000A-90-A,171-E,NA,No
218315424,NA,20C-H50C000A-90-A,171-O,NA,No
218315426,NA,20C-H50C000A-90-A,171-E,NA,No
218315429,NA,20C-H50C000A-90-A,100-E,NA,No
218315431,NA,20C-H50C000A-90-A,100-O,NA,No
218315433,NA,20C-H50C000A-90-A,100-O,NA,No
218315434,NA,20C-H50C000A-90-A,100-E,NA,No
218315436,NA,20C-H50C000A-90-A,100-O,NA,No
218315437,NA,20C-H50C000A-90-A,100-E,NA,No
218315439,NA,20C-H50C000A-90-A,100-O,NA,No
218315441,NA,20C-H50C000A-90-A,171-O,NA,No
218315443,NA,20C-H50C000A-90-A,171-E,NA,No
218315445,NA,20C-H50C000A-90-A,171-O,NA,No
218315448,NA,20C-H50C000A-90-A,171-E,NA,No
218315450,NA,20C-H50C000A-90-A,171-O,NA,No
218315451,NA,20C-H50C000A-90-A,171-E,NA,No
218315453,NA,20C-H50C000A-90-A,171-O,NA,No
218315455,NA,20C-H50C000A-90-A,171-E,NA,No
218315457,NA,20C-H50C000A-90-A,171-O,NA,No
218315459,NA,20C-H50C000A-90-A,171-E,NA,No
218315461,NA,20C-H50C000A-90-A,171-O,NA,No
218315463,NA,20C-H50C000A-90-A,171-E,NA,No
218315466,NA,20C-H50C000A-90-A,171-O,NA,No
218315468,NA,20C-H50C000A-90-A,171-E,NA,No
218315470,NA,20C-H50C000A-90-A,171-O,NA,No
218315472,NA,20C-H50C000A-90-A,100-O,NA,No
218315473,NA,20C-H50C000A-90-A,100-E,NA,No
218315475,NA,20C-H50C000A-90-A,100-O,NA,No
218315477,NA,20C-H50C000A-90-A,171-O,NA,No
218315479,NA,20C-H50C000A-90-A,171-E,NA,No
218315480,NA,20C-H50C000A-90-A,171-E,NA,No
218315482,NA,20C-H50C000A-90-A,171-O,NA,No
218315485,NA,20C-H50C000A-90-A,171-O,NA,No
218315487,NA,20C-H50C000A-90-A,171-E,NA,No
218315489,NA,20C-H50C000A-90-A,171-O,NA,No
218315491,NA,20C-H50C000A-90-A,171-E,NA,No
218315493,NA,20C-H50C000A-90-A,171-E,NA,No
218315495,NA,20C-H50C000A-90-A,171-E,NA,No
218315497,NA,20C-H50C000A-90-A,171-O,NA,No
218315499,NA,20C-H50C000A-90-A,171-E,NA,No
218315501,NA,20C-H50C000A-90-A,171-O,NA,No
218315503,NA,20C-H50C000A-90-A,171-E,NA,No
218315505,NA,20C-H50C000A-90-A,171-O,NA,No
218315507,NA,20C-H50C000A-90-A,171-E,NA,No
218315509,NA,20C-H50C000A-90-A,171-O,NA,No
218315511,NA,20C-H50C000A-90-A,171-E,NA,No
218315513,NA,20C-H50C000A-90-A,100-O,NA,No
218315514,NA,20C-H50C000A-90-A,171-O,NA,No
218315517,NA,20C-H50C000A-90-A,100-E,NA,No
218315519,NA,20C-H50C000A-90-A,100-O,NA,No
218315520,NA,20C-H50C000A-90-A,100-E,NA,No
218315522,NA,20C-H50C000A-90-A,100-O,NA,No
218315523,NA,20C-H50C000A-90-A,100-E,NA,No
218315525,NA,20C-H50C000A-90-A,171-E,NA,No
218315527,NA,20C-H50C000A-90-A,171-O,NA,No
218315529,NA,20C-H50C000A-90-A,171-E,NA,No
218315531,NA,20C-H50C000A-90-A,171-O,NA,No
218315533,NA,20C-H50C000A-90-A,171-E,NA,No
218315535,NA,20C-H50C000A-90-A,171-O,NA,No
218315537,NA,20C-H50C000A-90-A,171-E,NA,No
218315539,NA,20C-H50C000A-90-A,171-O,NA,No
218315541,NA,20C-H50C000A-90-A,171-E,NA,No
218315543,NA,20C-H50C000A-90-A,128-S,NA,No
218315544,NA,20C-H50C000A-90-A,128-N,NA,No
218315546,NA,20C-H50C000A-90-A,371-N,NA,No
218315547,NA,20C-H50C000A-90-A,371-S,NA,No
218315548,NA,20C-H50C000A-90-A,371-N,NA,No
218315549,NA,20C-H50C000A-90-A,371-S,NA,No
218315552,NA,20C-H50C000A-90-A,162-E,NA,No
218315554,NA,20C-H50C000A-90-A,162-O,NA,No
218315555,NA,20C-H50C000A-90-A,162-E,NA,No
218315557,NA,20C-H50C000A-90-A,105-O,NA,No
218315558,NA,20C-H50C000A-90-A,105-E,NA,No
218315560,NA,20C-H50C000A-90-A,105-O,NA,No
218315562,NA,20C-H50C000A-90-A,371-N,NA,No
218315563,NA,20C-H50C000A-90-A,371-S,NA,No
218315564,NA,20C-H50C000A-90-A,371-N,NA,No
218315568,NA,20C-H50C000A-90-A,711-E,NA,No
218315570,NA,20C-H50C000A-90-A,711-E,NA,No
218315572,NA,20C-H50C000A-90-A,711-E,NA,No
218315573,NA,20C-H50C000A-90-A,711-O,NA,No
218315574,NA,20C-H50C000A-90-A,711-O,NA,No
218315575,NA,20C-H50C000A-90-A,711-O,NA,No
218315576,NA,20C-H50C000A-90-A,711-O,NA,No
218315578,NA,20C-H50C000A-90-A,711-E,NA,No
218315579,NA,20C-H50C000A-90-A,711-E,NA,No
218315580,NA,20C-H50C000A-90-A,711-O,NA,No
218315582,NA,20C-H50C000A-90-A,711-O,NA,No
218315584,NA,20C-H50C000A-90-A,711-E,NA,No
218315585,NA,20C-H50C000A-90-A,711-O,NA,No
218315587,NA,20C-H50C000A-90-A,711-E,NA,No
218315588,NA,20C-H50C000A-90-A,711-O,NA,No
218315590,NA,20C-H50C000A-90-A,711-E,NA,No
218315593,NA,20C-H50C000A-90-A,711-E,NA,No
218315594,NA,20C-H50C000A-90-A,711-O,NA,No
218315596,NA,20C-H50C000A-90-A,711-E,NA,No
218315597,NA,20C-H50C000A-90-A,711-O,NA,No
218315599,NA,20C-H50C000A-90-A,711-E,NA,No
218315600,NA,20C-H50C000A-90-A,711-O,NA,No
218315602,NA,20C-H50C000A-90-A,711-E,NA,No
218315603,NA,20C-H50C000A-90-A,711-O,NA,No
218315605,NA,20C-H50C000A-90-A,711-E,NA,No
218315606,NA,20C-H50C000A-90-A,711-O,NA,No
218315608,NA,20C-H50C000A-90-A,711-E,NA,No
218315609,NA,20C-H50C000A-90-A,711-O,NA,No
218315612,NA,20C-H50C000A-90-A,711-E,NA,No
218315613,NA,20C-H50C000A-90-A,711-O,NA,No
218315614,NA,20C-H50C000A-90-A,711-E,NA,No
218315615,NA,20C-H50C000A-90-A,711-O,NA,No
218315618,NA,20C-H50C000A-90-A,711-O,NA,No
218315620,NA,20C-H50C000A-90-A,711-E,NA,No
218315621,NA,20C-H50C000A-90-A,711-O,NA,No
218315623,NA,20C-H50C000A-90-A,711-E,NA,No
218315624,NA,20C-H50C000A-90-A,711-O,NA,No
218315626,NA,20C-H50C000A-90-A,711-E,NA,No
218315627,NA,20C-H50C000A-90-A,711-O,NA,No
218315629,NA,20C-H50C000A-90-A,711-E,NA,No
218315630,NA,20C-H50C000A-90-A,711-O,NA,No
218315632,NA,20C-H50C000A-90-A,711-E,NA,No
218315633,NA,20C-H50C000A-90-A,711-O,NA,No
218315635,NA,20C-H50C000A-90-A,711-E,NA,No
218315638,NA,20C-H50C000A-90-A,711-O,NA,No
218315640,NA,20C-H50C000A-90-A,711-E,NA,No
218315641,NA,20C-H50C000A-90-A,711-O,NA,No
218315644,NA,20C-H50C000A-90-A,711-E,NA,No
218315645,NA,20C-H50C000A-90-A,711-O,NA,No
218315646,NA,20C-H50C000A-90-A,711-E,NA,No
218315647,NA,20C-H50C000A-90-A,711-O,NA,No
218315649,NA,20C-H50C000A-90-A,711-E,NA,No
218315650,NA,20C-H50C000A-90-A,711-O,NA,No
218315652,NA,20C-H50C000A-90-A,711-E,NA,No
218315653,NA,20C-H50C000A-90-A,711-O,NA,No
218315655,NA,20C-H50C000A-90-A,711-E,NA,No
218315658,NA,20C-H50C000A-90-A,711-O,NA,No
218315660,NA,20C-H50C000A-90-A,711-E,NA,No
218315661,NA,20C-H50C000A-90-A,711-O,NA,No
218315663,NA,20C-H50C000A-90-A,711-E,NA,No
218315664,NA,20C-H50C000A-90-A,711-O,NA,No
218315666,NA,20C-H50C000A-90-A,80-N,NA,No
218315667,NA,20C-H50C000A-90-A,165-N,NA,No
218315671,NA,20C-H50C000A-90-A,80-S,NA,No
218315672,NA,20C-H50C000A-90-A,80-S,NA,No
218315673,NA,20C-H50C000A-90-A,80-N,NA,No
218315674,NA,20C-H50C000A-90-A,80-N,NA,No
218315675,NA,20C-H50C000A-90-A,80-S,NA,No
218315676,NA,20C-H50C000A-90-A,80-N,NA,No
218315677,NA,20C-H50C000A-90-A,80-S,NA,No
218315678,NA,20C-H50C000A-90-A,80-N,NA,No
218315679,NA,20C-H50C000A-90-A,80-S,NA,No
218315680,NA,20C-H50C000A-90-A,80-S,NA,No
218315683,NA,20C-H50C000A-90-A,165-S,NA,No
218315684,NA,20C-H50C000A-90-A,165-N,NA,No
218315687,NA,20C-H50C000A-90-A,80-S,NA,No
218315688,NA,20C-H50C000A-90-A,80-N,NA,No
218315689,NA,20C-H50C000A-90-A,80-S,NA,No
218315690,NA,20C-H50C000A-90-A,80-N,NA,No
218315691,NA,20C-H50C000A-90-A,80-S,NA,No
218315692,NA,20C-H50C000A-90-A,80-N,NA,No
218315693,NA,20C-H50C000A-90-A,80-S,NA,No
218315694,NA,20C-H50C000A-90-A,80-N,NA,No
218315695,NA,20C-H50C000A-90-A,80-S,NA,No
218315696,NA,20C-H50C000A-90-A,80-N,NA,No
218315697,NA,20C-H50C000A-90-A,165-S,NA,No
218315698,NA,20C-H50C000A-90-A,80-S,NA,No
218315699,NA,20C-H50C000A-90-A,165-N,NA,No
218315700,NA,20C-H50C000A-90-A,80-S,NA,No
218315701,NA,20C-H50C000A-90-A,80-N,NA,No
218315702,NA,20C-H50C000A-90-A,80-N,NA,No
218315703,NA,20C-H50C000A-90-A,80-N,NA,No
218315704,NA,20C-H50C000A-90-A,80-S,NA,No
218315705,NA,20C-H50C000A-90-A,80-N,NA,No
218315706,NA,20C-H50C000A-90-A,80-S,NA,No
218315707,NA,20C-H50C000A-90-A,80-S,NA,No
218315708,NA,20C-H50C000A-90-A,80-N,NA,No
218315709,NA,20C-H50C000A-90-A,80-S,NA,No
218315710,NA,20C-H50C000A-90-A,80-S,NA,No
218315711,NA,20C-H50C000A-90-A,80-N,NA,No
218315712,NA,20C-H50C000A-90-A,80-S,NA,No
218315713,NA,20C-H50C000A-90-A,80-N,NA,No
218315716,NA,20C-H50C000A-90-A,80-N,NA,No
218315717,NA,20C-H50C000A-90-A,80-S,NA,No
218315718,NA,20C-H50C000A-90-A,80-N,NA,No
218315719,NA,20C-H50C000A-90-A,80-N,NA,No
218315720,NA,20C-H50C000A-90-A,80-S,NA,No
218315721,NA,20C-H50C000A-90-A,80-N,NA,No
218315722,NA,20C-H50C000A-90-A,80-S,NA,No
218315723,NA,20C-H50C000A-90-A,80-S,NA,No
218315724,NA,20C-H50C000A-90-A,80-N,NA,No
218315725,NA,20C-H50C000A-90-A,80-S,NA,No
218315726,NA,20C-H50C000A-90-A,80-N,NA,No
218315728,NA,20C-H50C000A-90-A,80-N,NA,No
218315731,NA,20C-H50C000A-90-A,80-N,NA,No
218315732,NA,20C-H50C000A-90-A,80-S,NA,No
218315733,NA,20C-H50C000A-90-A,80-S,NA,No
218315734,NA,20C-H50C000A-90-A,80-N,NA,No
218315735,NA,20C-H50C000A-90-A,80-N,NA,No
218315736,NA,20C-H50C000A-90-A,80-S,NA,No
218315738,NA,20C-H50C000A-90-A,80-S,NA,No
218315739,NA,20C-H50C000A-90-A,80-S,NA,No
218315740,NA,20C-H50C000A-90-A,80-N,NA,No
218315741,NA,20C-H50C000A-90-A,80-S,NA,No
218315742,NA,20C-H50C000A-90-A,80-N,NA,No
218315744,NA,20C-H50C000A-90-A,80-S,NA,No
218315745,NA,20C-H50C000A-90-A,80-N,NA,No
218315746,NA,20C-H50C000A-90-A,80-S,NA,No
218315747,NA,20C-H50C000A-90-A,80-N,NA,No
218315748,NA,20C-H50C000A-90-A,80-S,NA,No
218315749,NA,20C-H50C000A-90-A,80-N,NA,No
218315750,NA,20C-H50C000A-90-A,80-S,NA,No
218315751,NA,20C-H50C000A-90-A,80-N,NA,No
218315752,NA,20C-H50C000A-90-A,80-S,NA,No
218315753,NA,20C-H50C000A-90-A,80-N,NA,No
218315754,NA,20C-H50C000A-90-A,80-S,NA,No
218315755,NA,20C-H50C000A-90-A,80-N,NA,No
218315756,NA,20C-H50C000A-90-A,80-S,NA,No
218315757,NA,20C-H50C000A-90-A,80-N,NA,No
218315758,NA,20C-H50C000A-90-A,80-S,NA,No
218315759,NA,20C-H50C000A-90-A,80-N,NA,No
218315765,NA,20C-H50C000A-90-A,80-S,NA,No
218315766,NA,20C-H50C000A-90-A,80-N,NA,No
218315767,NA,20C-H50C000A-90-A,80-S,NA,No
218315768,NA,20C-H50C000A-90-A,80-N,NA,No
218315769,NA,20C-H50C000A-90-A,80-S,NA,No
218315770,NA,20C-H50C000A-90-A,80-N,NA,No
218315771,NA,20C-H50C000A-90-A,80-S,NA,No
218315773,NA,20C-H50C000A-90-A,80-N,NA,No
218315775,NA,20C-H50C000A-90-A,80-N,NA,No
218315776,NA,20C-H50C000A-90-A,80-N,NA,No
218315777,NA,20C-H50C000A-90-A,80-S,NA,No
218315778,NA,20C-H50C000A-90-A,80-N,NA,No
218315779,NA,20C-H50C000A-90-A,80-S,NA,No
218315780,NA,20C-H50C000A-90-A,80-N,NA,No
218315783,NA,20C-H50C000A-90-A,80-S,NA,No
218315784,NA,20C-H50C000A-90-A,80-N,NA,No
218315785,NA,20C-H50C000A-90-A,80-S,NA,No
218315786,NA,20C-H50C000A-90-A,80-N,NA,No
218315787,NA,20C-H50C000A-90-A,80-S,NA,No
218315788,NA,20C-H50C000A-90-A,80-N,NA,No
218315789,NA,20C-H50C000A-90-A,80-S,NA,No
218315790,NA,20C-H50C000A-90-A,80-N,NA,No
218315793,NA,20C-H50C000A-90-A,80-S,NA,No
218315794,NA,20C-H50C000A-90-A,80-N,NA,No
218315795,NA,20C-H50C000A-90-A,80-S,NA,No
218315796,NA,20C-H50C000A-90-A,80-N,NA,No
218315799,NA,20C-H50C000A-90-A,165-S,NA,No
218315800,NA,20C-H50C000A-90-A,165-N,NA,No
218315802,NA,20C-H50C000A-90-A,165-S,NA,No
218315803,NA,20C-H50C000A-90-A,165-N,NA,No
218315805,NA,20C-H50C000A-90-A,80-S,NA,No
218315806,NA,20C-H50C000A-90-A,165-S,NA,No
218315808,NA,20C-H50C000A-90-A,80-N,NA,No
218315809,NA,20C-H50C000A-90-A,80-N,NA,No
218315810,NA,20C-H50C000A-90-A,80-S,NA,No
218315811,NA,20C-H50C000A-90-A,80-N,NA,No
218315812,NA,20C-H50C000A-90-A,80-N,NA,No
218315815,NA,20C-H50C000A-90-A,165-S,NA,No
218315816,NA,20C-H50C000A-90-A,165-N,NA,No
218315818,NA,20C-H50C000A-90-A,165-S,NA,No
218315819,NA,20C-H50C000A-90-A,165-N,NA,No
218315821,NA,20C-H50C000A-90-A,165-S,NA,No
218315822,NA,20C-H50C000A-90-A,165-N,NA,No
218315824,NA,20C-H50C000A-90-A,165-N,NA,No
218315826,NA,20C-H50C000A-90-A,165-S,NA,No
218315827,NA,20C-H50C000A-90-A,165-N,NA,No
218315829,NA,20C-H50C000A-90-A,165-S,NA,No
218315830,NA,20C-H50C000A-90-A,165-N,NA,No
218315832,NA,20C-H50C000A-90-A,165-S,NA,No
218315833,NA,20C-H50C000A-90-A,165-N,NA,No
218315835,NA,20C-H50C000A-90-A,165-S,NA,No
218315836,NA,20C-H50C000A-90-A,80-S,NA,No
218315837,NA,20C-H50C000A-90-A,165-S,NA,No
218315838,NA,20C-H50C000A-90-A,165-N,NA,No
218315839,NA,20C-H50C000A-90-A,165-N,NA,No
218315841,NA,20C-H50C000A-90-A,165-S,NA,No
218315843,NA,20C-H50C000A-90-A,165-S,NA,No
218315844,NA,20C-H50C000A-90-A,165-N,NA,No
218315846,NA,20C-H50C000A-90-A,165-S,NA,No
218315847,NA,20C-H50C000A-90-A,165-N,NA,No
218315850,NA,20C-H50C000A-90-A,165-N,NA,No
218315852,NA,20C-H50C000A-90-A,165-S,NA,No
218315853,NA,20C-H50C000A-90-A,165-N,NA,No
218315855,NA,20C-H50C000A-90-A,165-S,NA,No
218315856,NA,20C-H50C000A-90-A,165-N,NA,No
218315858,NA,20C-H50C000A-90-A,165-S,NA,No
218315859,NA,20C-H50C000A-90-A,165-N,NA,No
218315861,NA,20C-H50C000A-90-A,165-S,NA,No
218315862,NA,20C-H50C000A-90-A,165-N,NA,No
218315864,NA,20C-H50C000A-90-A,165-S,NA,No
218315865,NA,20C-H50C000A-90-A,165-N,NA,No
218315867,NA,20C-H50C000A-90-A,165-S,NA,No
218315868,NA,20C-H50C000A-90-A,165-N,NA,No
218315870,NA,20C-H50C000A-90-A,165-S,NA,No
218315871,NA,20C-H50C000A-90-A,165-N,NA,No
218315872,NA,20C-H50C000A-90-A,165-N,NA,No
218315874,NA,20C-H50C000A-90-A,165-S,NA,No
218315876,NA,20C-H50C000A-90-A,165-S,NA,No
218315877,NA,20C-H50C000A-90-A,165-N,NA,No
218315879,NA,20C-H50C000A-90-A,165-S,NA,No
218315880,NA,20C-H50C000A-90-A,165-N,NA,No
218315882,NA,20C-H50C000A-90-A,165-S,NA,No
218315883,NA,20C-H50C000A-90-A,165-N,NA,No
218315885,NA,20C-H50C000A-90-A,165-S,NA,No
218315886,NA,20C-H50C000A-90-A,165-N,NA,No
218315888,NA,20C-H50C000A-90-A,165-S,NA,No
218315889,NA,20C-H50C000A-90-A,165-N,NA,No
218315891,NA,20C-H50C000A-90-A,165-N,NA,No
218315892,NA,20C-H50C000A-90-A,165-S,NA,No
218315893,NA,20C-H50C000A-90-A,165-N,NA,No
218315894,NA,20C-H50C000A-90-A,165-S,NA,No
218315895,NA,20C-H50C000A-90-A,165-N,NA,No
218315900,NA,20C-H50C000A-90-A,165-S,NA,No
218315901,NA,20C-H50C000A-90-A,165-N,NA,No
218315903,NA,20C-H50C000A-90-A,165-S,NA,No
218315904,NA,20C-H50C000A-90-A,165-N,NA,No
218315905,NA,20C-H50C000A-90-A,165-N,NA,No
218315907,NA,20C-H50C000A-90-A,165-S,NA,No
218315909,NA,20C-H50C000A-90-A,165-S,NA,No
218315912,NA,20C-H50C000A-90-A,165-S,NA,No
218315913,NA,20C-H50C000A-90-A,165-N,NA,No
218315915,NA,20C-H50C000A-90-A,165-S,NA,No
218315916,NA,20C-H50C000A-90-A,165-N,NA,No
218315918,NA,20C-H50C000A-90-A,165-S,NA,No
218315919,NA,20C-H50C000A-90-A,165-N,NA,No
218315921,NA,20C-H50C000A-90-A,165-S,NA,No
218315922,NA,20C-H50C000A-90-A,165-N,NA,No
218315924,NA,20C-H50C000A-90-A,165-S,NA,No
218315925,NA,20C-H50C000A-90-A,165-N,NA,No
218315927,NA,20C-H50C000A-90-A,165-S,NA,No
218315928,NA,20C-H50C000A-90-A,165-N,NA,No
218315930,NA,20C-H50C000A-90-A,165-S,NA,No
218315931,NA,20C-H50C000A-90-A,165-N,NA,No
218315934,NA,20C-H50C000A-90-A,165-N,NA,No
218315936,NA,20C-H50C000A-90-A,165-S,NA,No
218315937,NA,20C-H50C000A-90-A,165-N,NA,No
218315938,NA,20C-H50C000A-90-A,165-N,NA,No
218315940,NA,20C-H50C000A-90-A,165-S,NA,No
218315942,NA,20C-H50C000A-90-A,165-S,NA,No
218315943,NA,20C-H50C000A-90-A,165-N,NA,No
218315945,NA,20C-H50C000A-90-A,165-S,NA,No
218315946,NA,20C-H50C000A-90-A,165-N,NA,No
218315948,NA,20C-H50C000A-90-A,165-S,NA,No
218315949,NA,20C-H50C000A-90-A,165-N,NA,No
218315951,NA,20C-H50C000A-90-A,165-S,NA,No
218315952,NA,20C-H50C000A-90-A,165-N,NA,No
218315954,NA,20C-H50C000A-90-A,165-S,NA,No
218315955,NA,20C-H50C000A-90-A,165-N,NA,No
218315957,NA,20C-H50C000A-90-A,165-S,NA,No
218315958,NA,20C-H50C000A-90-A,165-N,NA,No
218315960,NA,20C-H50C000A-90-A,165-N,NA,No
218315962,NA,20C-H50C000A-90-A,165-N,NA,No
218315964,NA,20C-H50C000A-90-A,165-N,NA,No
218315966,NA,20C-H50C000A-90-A,165-N,NA,No
218315969,NA,20C-H50C000A-90-A,165-S,NA,No
218315970,NA,20C-H50C000A-90-A,165-N,NA,No
218315971,NA,20C-H50C000A-90-A,165-N,NA,No
218315973,NA,20C-H50C000A-90-A,165-S,NA,No
218315975,NA,20C-H50C000A-90-A,165-S,NA,No
218315976,NA,20C-H50C000A-90-A,165-N,NA,No
218315978,NA,20C-H50C000A-90-A,165-S,NA,No
218315979,NA,20C-H50C000A-90-A,165-N,NA,No
218315981,NA,20C-H50C000A-90-A,165-S,NA,No
218315982,NA,20C-H50C000A-90-A,165-N,NA,No
218315984,NA,20C-H50C000A-90-A,165-S,NA,No
218315985,NA,20C-H50C000A-90-A,165-N,NA,No
218315987,NA,20C-H50C000A-90-A,165-S,NA,No
218315988,NA,20C-H50C000A-90-A,165-N,NA,No
218315990,NA,20C-H50C000A-90-A,165-N,NA,No
218315992,NA,20C-H50C000A-90-A,165-N,NA,No
218315994,NA,20C-H50C000A-90-A,165-S,NA,No
218315995,NA,20C-H50C000A-90-A,165-N,NA,No
218315997,NA,20C-H50C000A-90-A,165-S,NA,No
218315998,NA,20C-H50C000A-90-A,165-N,NA,No
218316000,NA,20C-H50C000A-90-A,165-S,NA,No
218316001,NA,20C-H50C000A-90-A,165-N,NA,No
218316003,NA,20C-H50C000A-90-A,165-S,NA,No
218316004,NA,20C-H50C000A-90-A,165-S,NA,No
218316005,NA,20C-H50C000A-90-A,165-N,NA,No
218316007,NA,20C-H50C000A-90-A,165-N,NA,No
218316009,NA,20C-H50C000A-90-A,165-S,NA,No
218316010,NA,20C-H50C000A-90-A,165-N,NA,No
218316012,NA,20C-H50C000A-90-A,165-S,NA,No
218316013,NA,20C-H50C000A-90-A,165-N,NA,No
218316015,NA,20C-H50C000A-90-A,165-S,NA,No
218316016,NA,20C-H50C000A-90-A,165-N,NA,No
218316017,NA,20C-H50C000A-90-A,165-S,NA,No
218316018,NA,20C-H50C000A-90-A,165-N,NA,No
218316019,NA,20C-H50C000A-90-A,165-N,NA,No
218316024,NA,20C-H50C000A-90-A,165-N,NA,No
218316026,NA,20C-H50C000A-90-A,165-N,NA,No
218316029,NA,20C-H50C000A-90-A,165-S,NA,No
218316030,NA,20C-H50C000A-90-A,165-N,NA,No
218316032,NA,20C-H50C000A-90-A,165-S,NA,No
218316033,NA,20C-H50C000A-90-A,165-N,NA,No
218316035,NA,20C-H50C000A-90-A,165-S,NA,No
218316037,NA,20C-H50C000A-90-A,165-N,NA,No
218316038,NA,20C-H50C000A-90-A,165-S,NA,No
218316039,NA,20C-H50C000A-90-A,165-N,NA,No
218316041,NA,20C-H50C000A-90-A,165-S,NA,No
218316042,NA,20C-H50C000A-90-A,165-N,NA,No
218316044,NA,20C-H50C000A-90-A,165-S,NA,No
218316045,NA,20C-H50C000A-90-A,165-N,NA,No
218316047,NA,20C-H50C000A-90-A,165-S,NA,No
218316048,NA,20C-H50C000A-90-A,165-N,NA,No
218316050,NA,20C-H50C000A-90-A,165-S,NA,No
218316051,NA,20C-H50C000A-90-A,165-N,NA,No
